OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-83372W-swdb,Sample-Routine,Water,Surface Water,2008-05-08,10:40:00,MST,,,,,,,,10,m,10,m,CLP,CLP,,21ARIZ_WQX-SRAPA-MAR,APACHE LAKE - AT MARINA,,,,,33.5813889000,-111.2594444000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552307416,Not Detected,,Copper,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,21ARIZ_WQX,METALS,,,Arizona State Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-83372W-swdb/results/552307416/resdetectqntlmts,Lower Reporting Limit,.01,mg/l,,2016-05-12 03:49:31.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-82452W-swdb,Sample-Routine,Water,Surface Water,2008-02-14,13:30:00,MST,,,,,,,,2.5,m,2.5,m,CLP,CLP,,21ARIZ_WQX-SRAPA-MAR,APACHE LAKE - AT MARINA,,,,,33.5813889000,-111.2594444000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552213064,Not Detected,,Copper,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,21ARIZ_WQX,METALS,,,Arizona State Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-82452W-swdb/results/552213064/resdetectqntlmts,Lower Reporting Limit,.01,mg/l,,2016-05-12 03:26:58.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-83374W-swdb,Sample-Routine,Water,Surface Water,2008-05-08,10:30:00,MST,,,,,,,,1.3,m,1.3,m,CLP,CLP,,21ARIZ_WQX-SRAPA-MAR,APACHE LAKE - AT MARINA,,,,,33.5813889000,-111.2594444000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552186502,Not Detected,,Copper,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,21ARIZ_WQX,METALS,,,Arizona State Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-83374W-swdb/results/552186502/resdetectqntlmts,Lower Reporting Limit,.01,mg/l,,2016-05-12 03:19:56.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-90415RW-swdb,Field Msr/Obs,Water,Surface Water,2008-07-22,11:00:00,MST,,,,,,,,.5,m,.5,m,CLP,CLP,,21ARIZ_WQX-SRAPA-MAR,APACHE LAKE - AT MARINA,,,,,33.5813889000,-111.2594444000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552363606,Not Detected,,Copper,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,21ARIZ_WQX,METALS,,,"Aquatic Consulting And Testing, Inc.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-90415RW-swdb/results/552363606/resdetectqntlmts,Lower Reporting Limit,10,ug/l,,2016-05-12 04:01:51.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-90930RW-swdb,Sample-Routine,Water,Surface Water,2009-02-19,10:45:00,MST,,,,,,,,1.8,m,1.8,m,CLP,CLP,,21ARIZ_WQX-SRAPA-MAR,APACHE LAKE - AT MARINA,,,,,33.5813889000,-111.2594444000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552280135,Not Detected,,Copper,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,21ARIZ_WQX,METALS,,,Arizona State Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-90930RW-swdb/results/552280135/resdetectqntlmts,Lower Reporting Limit,10,ug/l,,2016-05-12 03:42:23.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-91081RW-swdb,Sample-Routine,Water,Surface Water,2009-05-06,10:40:00,MST,,,,,,,,2,m,2,m,CLP,CLP,,21ARIZ_WQX-SRAPA-MAR,APACHE LAKE - AT MARINA,,,,,33.5813889000,-111.2594444000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552341713,,,Copper,Total,10,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,21ARIZ_WQX,METALS,,,"Aquatic Consulting And Testing, Inc.",,,,,,,,2016-05-12 03:57:13.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-90930RW-swdb,Sample-Routine,Water,Surface Water,2009-02-19,10:45:00,MST,,,,,,,,1.8,m,1.8,m,CLP,CLP,,21ARIZ_WQX-SRAPA-MAR,APACHE LAKE - AT MARINA,,,,,33.5813889000,-111.2594444000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552280124,Not Detected,,Copper,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,21ARIZ_WQX,METALS,,,Arizona State Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-90930RW-swdb/results/552280124/resdetectqntlmts,Lower Reporting Limit,10,ug/l,,2016-05-12 03:42:23.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-91082RW-swdb,Sample-Routine,Water,Surface Water,2009-05-06,11:00:00,MST,,,,,,,,7,m,7,m,CLP,CLP,,21ARIZ_WQX-SRAPA-MAR,APACHE LAKE - AT MARINA,,,,,33.5813889000,-111.2594444000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552368179,,,Copper,Total,20,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,21ARIZ_WQX,METALS,,,"Aquatic Consulting And Testing, Inc.",,,,,,,,2016-05-12 04:02:59.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-81880W-swdb,Sample-Routine,Water,Surface Water,2007-09-26,11:45:00,MST,,,,,,,,1.2,m,1.2,m,CLP,CLP,,21ARIZ_WQX-SRCAN-RL,CANYON LAKE - ACROSS FROM RESTAURANT LOUNGE,,,,,33.5372333000,-111.4230111000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552239767,Not Detected,,Copper,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,21ARIZ_WQX,METALS,,,Arizona State Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-81880W-swdb/results/552239767/resdetectqntlmts,Lower Reporting Limit,.01,mg/l,,2016-05-12 03:33:37.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-81880W-swdb,Sample-Routine,Water,Surface Water,2007-09-26,11:45:00,MST,,,,,,,,1.2,m,1.2,m,CLP,CLP,,21ARIZ_WQX-SRCAN-RL,CANYON LAKE - ACROSS FROM RESTAURANT LOUNGE,,,,,33.5372333000,-111.4230111000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552239751,Not Detected,,Copper,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,21ARIZ_WQX,METALS,,,Arizona State Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-81880W-swdb/results/552239751/resdetectqntlmts,Lower Reporting Limit,.01,mg/l,,2016-05-12 03:33:37.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-90378RW-swdb,Field Msr/Obs,Water,Surface Water,2008-07-30,12:30:00,MST,,,,,,,,7,m,7,m,CLP,CLP,,21ARIZ_WQX-SRCAN-RL,CANYON LAKE - ACROSS FROM RESTAURANT LOUNGE,,,,,33.5372333000,-111.4230111000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552271052,Not Detected,,Copper,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,21ARIZ_WQX,METALS,,,"Aquatic Consulting And Testing, Inc.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-90378RW-swdb/results/552271052/resdetectqntlmts,Lower Reporting Limit,10,ug/l,,2016-05-12 03:40:25.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-83200W-swdb,Sample-Routine,Water,Surface Water,2008-05-28,13:30:00,MST,,,,,,,,.8,m,.8,m,CLP,CLP,,21ARIZ_WQX-SRCAN-RL,CANYON LAKE - ACROSS FROM RESTAURANT LOUNGE,,,,,33.5372333000,-111.4230111000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552288409,Not Detected,,Copper,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,21ARIZ_WQX,METALS,,,Arizona State Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-83200W-swdb/results/552288409/resdetectqntlmts,Lower Reporting Limit,.01,mg/l,,2016-05-12 03:44:33.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-83047W-swdb,Sample-Routine,Water,Surface Water,2008-02-25,16:35:00,MST,,,,,,,,4,m,4,m,CLP,CLP,,21ARIZ_WQX-SRCAN-RL,CANYON LAKE - ACROSS FROM RESTAURANT LOUNGE,,,,,33.5372333000,-111.4230111000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552276559,Not Detected,,Copper,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,21ARIZ_WQX,METALS,,,Arizona State Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-83047W-swdb/results/552276559/resdetectqntlmts,Lower Reporting Limit,.01,mg/l,,2016-05-12 03:41:40.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-83050W-swdb,Sample-Routine,Water,Surface Water,2008-02-25,16:25:00,MST,,,,,,,,.7,m,.7,m,AZDEQ,AZDEQ,,21ARIZ_WQX-SRCAN-RL,CANYON LAKE - ACROSS FROM RESTAURANT LOUNGE,,,,,33.5372333000,-111.4230111000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552215382,Not Detected,,Copper,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.8,21ARIZ_WQX,METALS,,,Arizona State Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-83050W-swdb/results/552215382/resdetectqntlmts,Lower Reporting Limit,.01,mg/l,,2016-05-12 03:27:27.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-83200W-swdb,Sample-Routine,Water,Surface Water,2008-05-28,13:30:00,MST,,,,,,,,.8,m,.8,m,CLP,CLP,,21ARIZ_WQX-SRCAN-RL,CANYON LAKE - ACROSS FROM RESTAURANT LOUNGE,,,,,33.5372333000,-111.4230111000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552288359,Not Detected,,Copper,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.8,21ARIZ_WQX,METALS,,,Arizona State Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-83200W-swdb/results/552288359/resdetectqntlmts,Lower Reporting Limit,.01,mg/l,,2016-05-12 03:44:32.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-83047W-swdb,Sample-Routine,Water,Surface Water,2008-02-25,16:35:00,MST,,,,,,,,4,m,4,m,CLP,CLP,,21ARIZ_WQX-SRCAN-RL,CANYON LAKE - ACROSS FROM RESTAURANT LOUNGE,,,,,33.5372333000,-111.4230111000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552276554,Not Detected,,Copper,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.8,21ARIZ_WQX,METALS,,,Arizona State Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-83047W-swdb/results/552276554/resdetectqntlmts,Lower Reporting Limit,.01,mg/l,,2016-05-12 03:41:40.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-90378RW-swdb,Field Msr/Obs,Water,Surface Water,2008-07-30,12:30:00,MST,,,,,,,,7,m,7,m,CLP,CLP,,21ARIZ_WQX-SRCAN-RL,CANYON LAKE - ACROSS FROM RESTAURANT LOUNGE,,,,,33.5372333000,-111.4230111000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552271075,Not Detected,,Copper,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,21ARIZ_WQX,METALS,,,"Aquatic Consulting And Testing, Inc.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-90378RW-swdb/results/552271075/resdetectqntlmts,Lower Reporting Limit,10,ug/l,,2016-05-12 03:40:26.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-83378W-swdb,Sample-Routine,Water,Surface Water,2008-05-28,13:45:00,MST,,,,,,,,3,m,3,m,CLP,CLP,,21ARIZ_WQX-SRCAN-RL,CANYON LAKE - ACROSS FROM RESTAURANT LOUNGE,,,,,33.5372333000,-111.4230111000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552315982,Not Detected,,Copper,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,21ARIZ_WQX,METALS,,,Arizona State Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-83378W-swdb/results/552315982/resdetectqntlmts,Lower Reporting Limit,.01,mg/l,,2016-05-12 03:51:43.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-90377RW-swdb,Field Msr/Obs,Water,Surface Water,2008-07-30,12:20:00,MST,,,,,,,,.5,m,.5,m,CLP,CLP,,21ARIZ_WQX-SRCAN-RL,CANYON LAKE - ACROSS FROM RESTAURANT LOUNGE,,,,,33.5372333000,-111.4230111000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552338700,Not Detected,,Copper,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,21ARIZ_WQX,METALS,,,"Aquatic Consulting And Testing, Inc.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-90377RW-swdb/results/552338700/resdetectqntlmts,Lower Reporting Limit,10,ug/l,,2016-05-12 03:56:39.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-83050W-swdb,Sample-Routine,Water,Surface Water,2008-02-25,16:25:00,MST,,,,,,,,.7,m,.7,m,AZDEQ,AZDEQ,,21ARIZ_WQX-SRCAN-RL,CANYON LAKE - ACROSS FROM RESTAURANT LOUNGE,,,,,33.5372333000,-111.4230111000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552215369,Not Detected,,Copper,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,21ARIZ_WQX,METALS,,,Arizona State Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-83050W-swdb/results/552215369/resdetectqntlmts,Lower Reporting Limit,.01,mg/l,,2016-05-12 03:27:27.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-90763RW-swdb,Field Msr/Obs,Water,Surface Water,2008-09-30,08:30:00,MST,,,,,,,,1,m,1,m,CLP,CLP,,21ARIZ_WQX-SRCAN-RL,CANYON LAKE - ACROSS FROM RESTAURANT LOUNGE,,,,,33.5372333000,-111.4230111000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552302698,Not Detected,,Copper,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,21ARIZ_WQX,METALS,,,"Aquatic Consulting And Testing, Inc.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-90763RW-swdb/results/552302698/resdetectqntlmts,Lower Reporting Limit,10,ug/l,,2016-05-12 03:48:20.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-83378W-swdb,Sample-Routine,Water,Surface Water,2008-05-28,13:45:00,MST,,,,,,,,3,m,3,m,CLP,CLP,,21ARIZ_WQX-SRCAN-RL,CANYON LAKE - ACROSS FROM RESTAURANT LOUNGE,,,,,33.5372333000,-111.4230111000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552315993,Not Detected,,Copper,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,21ARIZ_WQX,METALS,,,Arizona State Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-83378W-swdb/results/552315993/resdetectqntlmts,Lower Reporting Limit,.01,mg/l,,2016-05-12 03:51:44.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-90763RW-swdb,Field Msr/Obs,Water,Surface Water,2008-09-30,08:30:00,MST,,,,,,,,1,m,1,m,CLP,CLP,,21ARIZ_WQX-SRCAN-RL,CANYON LAKE - ACROSS FROM RESTAURANT LOUNGE,,,,,33.5372333000,-111.4230111000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552302728,Not Detected,,Copper,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,21ARIZ_WQX,METALS,,,"Aquatic Consulting And Testing, Inc.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-90763RW-swdb/results/552302728/resdetectqntlmts,Lower Reporting Limit,10,ug/l,,2016-05-12 03:48:20.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-90377RW-swdb,Field Msr/Obs,Water,Surface Water,2008-07-30,12:20:00,MST,,,,,,,,.5,m,.5,m,CLP,CLP,,21ARIZ_WQX-SRCAN-RL,CANYON LAKE - ACROSS FROM RESTAURANT LOUNGE,,,,,33.5372333000,-111.4230111000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552338717,Not Detected,,Copper,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,21ARIZ_WQX,METALS,,,"Aquatic Consulting And Testing, Inc.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-90377RW-swdb/results/552338717/resdetectqntlmts,Lower Reporting Limit,10,ug/l,,2016-05-12 03:56:40.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-91161RW-swdb,Sample-Routine,Water,Surface Water,2009-05-11,13:50:00,MST,,,,,,,,2,m,2,m,CLP,CLP,,21ARIZ_WQX-SRCAN-RL,CANYON LAKE - ACROSS FROM RESTAURANT LOUNGE,,,,,33.5372333000,-111.4230111000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552275432,Not Detected,,Copper,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,21ARIZ_WQX,METALS,,,"Aquatic Consulting And Testing, Inc.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-91161RW-swdb/results/552275432/resdetectqntlmts,Lower Reporting Limit,10,ug/l,,2016-05-12 03:41:26.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-84520W-swdb,Sample-Routine,Water,Surface Water,2009-02-24,09:45:00,MST,,,,,,,,1.8,m,1.8,m,CLP,CLP,,21ARIZ_WQX-SRCAN-RL,CANYON LAKE - ACROSS FROM RESTAURANT LOUNGE,,,,,33.5372333000,-111.4230111000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552358740,Not Detected,,Copper,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,21ARIZ_WQX,METALS,,,Arizona State Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-84520W-swdb/results/552358740/resdetectqntlmts,Lower Reporting Limit,.01,mg/l,,2016-05-12 04:00:28.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-84520W-swdb,Sample-Routine,Water,Surface Water,2009-02-24,09:45:00,MST,,,,,,,,1.8,m,1.8,m,CLP,CLP,,21ARIZ_WQX-SRCAN-RL,CANYON LAKE - ACROSS FROM RESTAURANT LOUNGE,,,,,33.5372333000,-111.4230111000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552358742,Not Detected,,Copper,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,21ARIZ_WQX,METALS,,,Arizona State Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-84520W-swdb/results/552358742/resdetectqntlmts,Lower Reporting Limit,.01,mg/l,,2016-05-12 04:00:28.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-91161RW-swdb,Sample-Routine,Water,Surface Water,2009-05-11,13:50:00,MST,,,,,,,,2,m,2,m,CLP,CLP,,21ARIZ_WQX-SRCAN-RL,CANYON LAKE - ACROSS FROM RESTAURANT LOUNGE,,,,,33.5372333000,-111.4230111000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552275433,Not Detected,,Copper,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,21ARIZ_WQX,METALS,,,"Aquatic Consulting And Testing, Inc.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-91161RW-swdb/results/552275433/resdetectqntlmts,Lower Reporting Limit,10,ug/l,,2016-05-12 03:41:27.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-84092RW-swdb,Sample-Routine,Water,Surface Water,2008-07-21,12:20:00,MST,,,,,,,,2,m,2,m,CLP,CLP,,21ARIZ_WQX-SRROO-A,ROOSEVELT LAKE - AT DAM,,,,,33.6769444000,-111.1541667000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552349803,Present Below Quantification Limit,,Copper,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,21ARIZ_WQX,METALS,,,"Aquatic Consulting And Testing, Inc.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-84092RW-swdb/results/552349803/resdetectqntlmts,Lower Reporting Limit,10,ug/l,,2016-05-12 03:58:42.0,STORET
21ARIZ_WQX,Arizona Department Of Environmental Quality,21ARIZ_WQX-84110RW-swdb,Sample-Routine,Water,Surface Water,2008-07-21,12:30:00,MST,,,,,,,,20,m,20,m,CLP,CLP,,21ARIZ_WQX-SRROO-A,ROOSEVELT LAKE - AT DAM,,,,,33.6769444000,-111.1541667000,AZDEQ SOPs,21ARIZ_WQX,AZDEQ Standard Operating Procedures,,Water Bottle,STORET-552282868,Present Below Quantification Limit,,Copper,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7/6010,21ARIZ_WQX,EPA 200.7/6010,,,"Aquatic Consulting And Testing, Inc.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21ARIZ_WQX/activities/21ARIZ_WQX-84110RW-swdb/results/552282868/resdetectqntlmts,Lower Reporting Limit,10,ug/l,,2016-05-12 03:42:58.0,STORET
