OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29461.CHEM,Sample-Routine,Water,Surface Water,2020-04-15,12:34:00,MST,,,,,13,m,,,,,,9781,2020-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-192,100327,--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.4986111000,-110.8480556000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-861436399,,,Specific conductance,Total,939,uS/cm,,Final,,Actual,,,,,,,,,,,,13,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2020-11-10 09:26:43.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29589.CHEM,Sample-Routine,Water,Surface Water,2020-11-18,09:56:00,MST,,,,,16.021,m,,,,,,9814,2021-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-28,100030,--- SAMPLE TAKEN: Yes; Normal Flow,,,,35.1983333000,-114.5686111000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-921563932,,None,pH,Total,8.23,None,,Final,,Actual,,,,,,,,,,,,16.021,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2021-12-07 15:32:39.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29121.CHEM,Sample-Routine,Water,Surface Water,2020-09-22,09:44:00,MST,,,,,0.37,m,,,,,,9814,2021-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-550,101045,Max Depth 0.37 m--- SAMPLE TAKEN: Yes; Lake mean depth less than 1 meter,,,,33.5113889000,-111.9077778000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-921562657,,None,Oxidation reduction potential (ORP),Total,-1153.8,mV,,Final,,Actual,,,,,,,,,,,,,,,,,,,,FIELD,AZDEQ_SW,FIELD,,,,,,,,,,,2021-12-07 15:29:30.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29487.CHEM,Sample-Routine,Water,Surface Water,2020-10-21,09:48:00,MST,,,,,8,m,,,,,,9814,2021-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-666,101353,--- SAMPLE TAKEN: Yes; Normal Flow,,,,34.5952778000,-112.4166389000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-921563268,,None,Oxidation reduction potential (ORP),Total,239.2,mV,,Final,,Actual,,,,,,,,,,,,8,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2021-12-07 15:31:31.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29548.CHEM,Sample-Routine,Water,Surface Water,2020-11-18,10:52:00,MST,,,,,10.011,m,,,,,,9814,2021-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-1338,102608,--- SAMPLE TAKEN: Yes; Normal Flow,,,,35.2202778000,-114.5672222000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-921563643,,None,Total dissolved solids,Dissolved,1181,mg/l,,Final,,Actual,,,,,,,,,,,,10.011,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2021-12-07 15:32:33.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29478.CHEM,Sample-Routine,Water,Surface Water,2020-08-19,06:40:00,MST,,,,,3,m,,,,,,9814,2021-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-663,101350,--- SAMPLE TAKEN: Yes; Normal Flow,,,,34.2327500000,-113.6004333000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-921562182,,None,"Temperature, water",Total,30.42,deg C,,Final,,Actual,,,,,,,,,,,,3,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2021-12-07 15:18:36.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29567.CHEM,Sample-Routine,Water,Surface Water,2020-11-18,10:51:00,MST,,,,,9.049,m,,,,,,9814,2021-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-1338,102608,--- SAMPLE TAKEN: Yes; Normal Flow,,,,35.2202778000,-114.5672222000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-921563774,,None,Oxidation reduction potential (ORP),Total,239.2,mV,,Final,,Actual,,,,,,,,,,,,9.049,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2021-12-07 15:32:36.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB28962.CHEM,Sample-Routine,Water,Surface Water,2020-09-22,10:26:00,MST,,,,,0.1,m,,,,,,9814,2021-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-548,101043,--- SAMPLE TAKEN: Yes; Lake mean depth less than 1 meter,,,,33.5705556000,-112.1191667000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-921562596,,None,pH,Total,8.1,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,FIELD,AZDEQ_SW,FIELD,,,,2020-09-22,,,,,,,2021-12-07 15:29:28.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29599.CHEM,Sample-Routine,Water,Surface Water,2020-03-04,11:39:00,MST,,,,,6,m,,,,,,9781,2020-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-192,100327,--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.4986111000,-110.8480556000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-870524519,,,Specific conductance,Total,1242,uS/cm,,Final,,Actual,,,,,,,,,,,,6,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2020-12-14 09:35:18.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29568.CHEM,Sample-Routine,Water,Surface Water,2020-11-18,10:01:00,MST,,,,,21.991,m,,,,,,9814,2021-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-28,100030,--- SAMPLE TAKEN: Yes; Normal Flow,,,,35.1983333000,-114.5686111000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-921563785,,None,pH,Total,8.24,None,,Final,,Actual,,,,,,,,,,,,21.991,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2021-12-07 15:32:36.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29572.CHEM,Sample-Routine,Water,Surface Water,2020-11-18,10:01:00,MST,,,,,21.011,m,,,,,,9814,2021-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-28,100030,--- SAMPLE TAKEN: Yes; Normal Flow,,,,35.1983333000,-114.5686111000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-921563813,,None,pH,Total,8.24,None,,Final,,Actual,,,,,,,,,,,,21.011,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2021-12-07 15:32:37.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29563.CHEM,Sample-Routine,Water,Surface Water,2020-11-18,10:53:00,MST,,,,,12.966,m,,,,,,9814,2021-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-1338,102608,--- SAMPLE TAKEN: Yes; Normal Flow,,,,35.2202778000,-114.5672222000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-921563748,,None,Total dissolved solids,Dissolved,1181,mg/l,,Final,,Actual,,,,,,,,,,,,12.966,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2021-12-07 15:32:35.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29462.CHEM,Sample-Routine,Water,Surface Water,2020-04-15,12:32:00,MST,,,,,12,m,,,,,,9781,2020-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-192,100327,--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.4986111000,-110.8480556000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-861436406,,,Specific conductance,Total,941,uS/cm,,Final,,Actual,,,,,,,,,,,,12,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2020-11-10 09:26:43.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB28361.CHEM,Sample-Routine,Water,Surface Water,2020-06-11,11:20:00,MST,,,,,8,m,,,,,,9781,2020-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-501,100969,--- SAMPLE TAKEN: Yes; Normal Flow,,,,34.4067322000,-111.0015550000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-853243302,,,Dissolved oxygen (DO),Dissolved,5.52,mg/l,,Final,,Actual,,,,,,,,,,,,8,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2020-07-30 08:58:17.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29489.CHEM,Sample-Routine,Water,Surface Water,2020-10-21,09:47:00,MST,,,,,6,m,,,,,,9814,2021-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-666,101353,--- SAMPLE TAKEN: Yes; Normal Flow,,,,34.5952778000,-112.4166389000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-921563281,,None,Dissolved oxygen (DO),Dissolved,7.25,mg/l,,Final,,Actual,,,,,,,,,,,,6,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2021-12-07 15:31:31.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29645.CHEM,Sample-Routine,Water,Surface Water,2020-02-26,09:48:00,MST,,,,,6,m,,,,,,9781,2020-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-63,100083,--- SAMPLE TAKEN: Yes; Normal Flow,,,,35.2419444000,-112.1869444000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-870685726,,,Total dissolved solids,Dissolved,9.65,mg/l,,Final,,Actual,,,,,,,,,,,,6,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2020-12-15 14:41:36.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29480.CHEM,Sample-Routine,Water,Surface Water,2020-08-19,06:38:00,MST,,,,,0.1,m,,,,,,9814,2021-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-663,101350,--- SAMPLE TAKEN: Yes; Normal Flow,,,,34.2327500000,-113.6004333000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-921562190,,None,Dissolved oxygen saturation,Dissolved,114.7,%,,Final,,Actual,,,,,,,,,,,,.1,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2021-12-07 15:18:36.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB28342.CHEM,Sample-Routine,Water,Surface Water,2020-06-12,07:35:00,MST,,,,,8,m,,,,,,9781,2020-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-71,100092,--- SAMPLE TAKEN: Yes; Normal Flow,,,,34.3344444000,-110.9369444000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-853243165,,,"Temperature, water",Total,7.7,deg C,,Final,,Actual,,,,,,,,,,,,8,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2020-07-30 08:58:16.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29641.CHEM,Sample-Routine,Water,Surface Water,2020-02-26,09:46:00,MST,,,,,3,m,,,,,,9781,2020-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-63,100083,--- SAMPLE TAKEN: Yes; Normal Flow,,,,35.2419444000,-112.1869444000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-870685697,,,Specific conductance,Total,14.86,uS/cm,,Final,,Actual,,,,,,,,,,,,3,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2020-12-15 14:41:36.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB28963.CHEM,Sample-Routine,Water,Surface Water,2020-09-22,09:40:00,MST,,,,,0.1,m,,,,,,9814,2021-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-550,101045,Max at 1.4 m - no secchi depth bc transparent bottom.--- SAMPLE TAKEN: Yes; Lake mean depth less than 1 meter,,,,33.5113889000,-111.9077778000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-921562605,,None,pH,Total,8.57,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,FIELD,AZDEQ_SW,FIELD,,,,2020-09-22,,,,,,,2021-12-07 15:29:29.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29426.CHEM,Sample-Routine,Water,Surface Water,2020-09-30,12:14:00,MST,,,,,6.035,m,,,,,,9814,2021-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-28,100030,--- SAMPLE TAKEN: Yes; Normal Flow,,,,35.1983333000,-114.5686111000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-921562686,,None,Dissolved oxygen saturation,Dissolved,93,%,,Final,,Actual,,,,,,,,,,,,6.035,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2021-12-07 15:29:31.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29556.CHEM,Sample-Routine,Water,Surface Water,2020-11-18,10:00:00,MST,,,,,20.03,m,,,,,,9814,2021-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-28,100030,--- SAMPLE TAKEN: Yes; Normal Flow,,,,35.1983333000,-114.5686111000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-921563699,,None,Total dissolved solids,Dissolved,1182,mg/l,,Final,,Actual,,,,,,,,,,,,20.03,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2021-12-07 15:32:34.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29608.CHEM,Sample-Routine,Water,Surface Water,2020-03-04,11:40:00,MST,,,,,7,m,,,,,,9781,2020-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-192,100327,--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.4986111000,-110.8480556000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-870524578,,,Oxidation reduction potential (ORP),Total,180.3,mV,,Final,,Actual,,,,,,,,,,,,7,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2020-12-14 09:35:18.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29637.CHEM,Sample-Routine,Water,Surface Water,2020-02-26,09:48:00,MST,,,,,7,m,,,,,,9781,2020-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-63,100083,--- SAMPLE TAKEN: Yes; Normal Flow,,,,35.2419444000,-112.1869444000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-870685666,,,Dissolved oxygen saturation,,74.7,%,,Final,,Actual,,,,,,,,,,,,7,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2020-12-15 14:41:35.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29550.CHEM,Sample-Routine,Water,Surface Water,2020-11-18,09:52:00,MST,,,,,8.023,m,,,,,,9814,2021-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-28,100030,--- SAMPLE TAKEN: Yes; Normal Flow,,,,35.1983333000,-114.5686111000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-921563656,,None,Dissolved oxygen saturation,Dissolved,91.2,%,,Final,,Actual,,,,,,,,,,,,8.023,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2021-12-07 15:32:33.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29597.CHEM,Sample-Routine,Water,Surface Water,2020-03-04,11:33:00,MST,,,,,1,m,,,,,,9781,2020-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-192,100327,--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.4986111000,-110.8480556000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-870524504,,,"Temperature, water",Total,11.22,deg C,,Final,,Actual,,,,,,,,,,,,1,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2020-12-14 09:35:18.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29641.CHEM,Sample-Routine,Water,Surface Water,2020-02-26,09:46:00,MST,,,,,3,m,,,,,,9781,2020-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-63,100083,--- SAMPLE TAKEN: Yes; Normal Flow,,,,35.2419444000,-112.1869444000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-870685693,,,Oxidation reduction potential (ORP),Total,200.4,mV,,Final,,Actual,,,,,,,,,,,,3,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2020-12-15 14:41:36.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29569.CHEM,Sample-Routine,Water,Surface Water,2020-11-18,10:03:00,MST,,,,,24.08,m,,,,,,9814,2021-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-28,100030,--- SAMPLE TAKEN: Yes; Normal Flow,,,,35.1983333000,-114.5686111000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-921563788,,None,Oxidation reduction potential (ORP),Total,239.2,mV,,Final,,Actual,,,,,,,,,,,,24.08,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2021-12-07 15:32:36.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29605.CHEM,Sample-Routine,Water,Surface Water,2020-03-04,11:37:00,MST,,,,,4,m,,,,,,9781,2020-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-192,100327,--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.4986111000,-110.8480556000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-870524562,,,Total dissolved solids,Dissolved,.809,mg/l,,Final,,Actual,,,,,,,,,,,,4,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2020-12-14 09:35:18.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29643.CHEM,Sample-Routine,Water,Surface Water,2020-02-26,09:48:00,MST,,,,,8,m,,,,,,9781,2020-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-63,100083,--- SAMPLE TAKEN: Yes; Normal Flow,,,,35.2419444000,-112.1869444000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-870685709,,,pH,Total,7.42,None,,Final,,Actual,,,,,,,,,,,,8,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2020-12-15 14:41:36.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29501.CHEM,Sample-Routine,Water,Surface Water,2020-09-30,12:51:00,MST,,,,,5.004,m,,,,,,9814,2021-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-1338,102608,--- SAMPLE TAKEN: Yes; Normal Flow,,,,35.2202778000,-114.5672222000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-921562725,,None,pH,Total,8.21,None,,Final,,Actual,,,,,,,,,,,,5.004,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2021-12-07 15:29:31.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29463.CHEM,Sample-Routine,Water,Surface Water,2020-04-15,12:39:00,MST,,,,,15,m,,,,,,9781,2020-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-192,100327,--- SAMPLE TAKEN: Yes; Normal Flow,,,,31.4986111000,-110.8480556000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-861436413,,,Specific conductance,Total,935.5,uS/cm,,Final,,Actual,,,,,,,,,,,,15,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2020-11-10 09:26:43.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29645.CHEM,Sample-Routine,Water,Surface Water,2020-02-26,09:48:00,MST,,,,,6,m,,,,,,9781,2020-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-63,100083,--- SAMPLE TAKEN: Yes; Normal Flow,,,,35.2419444000,-112.1869444000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-870685724,,,"Temperature, water",Total,3.85,deg C,,Final,,Actual,,,,,,,,,,,,6,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2020-12-15 14:41:36.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29568.CHEM,Sample-Routine,Water,Surface Water,2020-11-18,10:01:00,MST,,,,,21.991,m,,,,,,9814,2021-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-28,100030,--- SAMPLE TAKEN: Yes; Normal Flow,,,,35.1983333000,-114.5686111000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-921563781,,None,Oxidation reduction potential (ORP),Total,239.2,mV,,Final,,Actual,,,,,,,,,,,,21.991,ft,,,,,,,FIELD,AZDEQ_SW,FIELD,,,ARIZONA DEPT. OF ENVIRONMENTAL QUALITY (FIELD),,,,,,,,2021-12-07 15:32:36.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB29471.CHEM,Sample-Routine,Water,Surface Water,2020-11-02,04:05:00,MST,,,,,0.601,m,,,,,,9814,2021-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-550,101045,"Secchi disk visible to the bottom. Sunny, 95 deg F. Third datagap sample for FP, ammonia, metals,--- SAMPLE TAKEN: Yes; Lake mean depth less than 1 meter",,,,33.5113889000,-111.9077778000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-921563233,,None,Oxidation reduction potential (ORP),Total,239.5,mV,,Final,,Actual,,,,,,,,,,,,,,,,,,,,FIELD,AZDEQ_SW,FIELD,,,,2020-10-15,,,,,,,2021-12-07 15:31:30.0,STORET
