OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071993,Not Detected,,Mercury,Dissolved,,,,Preliminary,,Actual,,,,,,,,,,,71890,,,,,,,,,CV014,USGS,"Mercury, wf, CV-AFS",,USGS WRI 01-4132,"USGS-National Water Quality Lab, Denver, CO",2021-05-06,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100159,Sample-Routine,Water,Surface Water,2021-04-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332055112344901,,,,Not determined,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071994,Not Detected,,Mercury,Recoverable,,,,Preliminary,,Actual,,,,,,,,,,,71900,,,,,,,,,CV018,USGS,"Mercury, wu, CV-AFS",,USGS WRI 01-4132,"USGS-National Water Quality Lab, Denver, CO",2021-05-25,,,,,,,,NWIS
AK-CHIN_WQX,Ak-Chin Indian Community (Tribal),AK-CHIN_WQX-LCR-21:20211012:1523:SR::,Sample-Routine,Water,,2021-10-12,15:23:00,MST,,,,,,,,,,,,WQDC2021,Water Quality Data Quarterly 2021,,AK-CHIN_WQX-LCR-21,Ak-Chin Reservoir,,,,,33.0001700000,-112.0700000000,Grab Sample,AK-CHIN_WQX,Grab Sample,As specified in our QAPP,Bucket,STORET-921567564,Not Detected,,Beryllium,Fixed,,,,Final,,Actual,,,,,,,,,,Sampler: RS & CC,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,,2021-10-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AK-CHIN_WQX/activities/AK-CHIN_WQX-LCR-21%3A20211012%3A1523%3ASR%3A%3A/results/921567564/resdetectqntlmts,Lower Reporting Limit,0.4,ug/l,,2021-12-07 17:11:24.0,STORET
AK-CHIN_WQX,Ak-Chin Indian Community (Tribal),AK-CHIN_WQX-LCR-21:20211012:1523:SR::,Sample-Routine,Water,,2021-10-12,15:23:00,MST,,,,,,,,,,,,WQDC2021,Water Quality Data Quarterly 2021,,AK-CHIN_WQX-LCR-21,Ak-Chin Reservoir,,,,,33.0001700000,-112.0700000000,Grab Sample,AK-CHIN_WQX,Grab Sample,As specified in our QAPP,Bucket,STORET-921567570,Not Detected,,Lead,Fixed,,,,Final,,Actual,,,,,,,,,,Sampler: RS & CC,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,,2021-10-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AK-CHIN_WQX/activities/AK-CHIN_WQX-LCR-21%3A20211012%3A1523%3ASR%3A%3A/results/921567570/resdetectqntlmts,Lower Reporting Limit,0.5,ug/l,,2021-12-07 17:11:24.0,STORET
AK-CHIN_WQX,Ak-Chin Indian Community (Tribal),AK-CHIN_WQX-LCR-21:20211012:1523:SR::,Sample-Routine,Water,,2021-10-12,15:23:00,MST,,,,,,,,,,,,WQDC2021,Water Quality Data Quarterly 2021,,AK-CHIN_WQX-LCR-21,Ak-Chin Reservoir,,,,,33.0001700000,-112.0700000000,Grab Sample,AK-CHIN_WQX,Grab Sample,As specified in our QAPP,Bucket,STORET-921567571,Not Detected,,Zinc,Fixed,,,,Final,,Actual,,,,,,,,,,Sampler: RS & CC,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,,2021-10-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AK-CHIN_WQX/activities/AK-CHIN_WQX-LCR-21%3A20211012%3A1523%3ASR%3A%3A/results/921567571/resdetectqntlmts,Lower Reporting Limit,13,ug/l,,2021-12-07 17:11:24.0,STORET
AK-CHIN_WQX,Ak-Chin Indian Community (Tribal),AK-CHIN_WQX-LCR-21:20211012:1523:SR::,Sample-Routine,Water,,2021-10-12,15:23:00,MST,,,,,,,,,,,,WQDC2021,Water Quality Data Quarterly 2021,,AK-CHIN_WQX-LCR-21,Ak-Chin Reservoir,,,,,33.0001700000,-112.0700000000,Grab Sample,AK-CHIN_WQX,Grab Sample,As specified in our QAPP,Bucket,STORET-921567560,,,Manganese,Fixed,7.4,ug/l,,Final,,Actual,,,,,,,,,,Sampler: RS & CC,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,,2021-10-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AK-CHIN_WQX/activities/AK-CHIN_WQX-LCR-21%3A20211012%3A1523%3ASR%3A%3A/results/921567560/resdetectqntlmts,Lower Reporting Limit,2.5,ug/l,,2021-12-07 17:11:24.0,STORET
AK-CHIN_WQX,Ak-Chin Indian Community (Tribal),AK-CHIN_WQX-LCR-21:20211012:1523:SR::,Sample-Routine,Water,,2021-10-12,15:23:00,MST,,,,,,,,,,,,WQDC2021,Water Quality Data Quarterly 2021,,AK-CHIN_WQX-LCR-21,Ak-Chin Reservoir,,,,,33.0001700000,-112.0700000000,Grab Sample,AK-CHIN_WQX,Grab Sample,As specified in our QAPP,Bucket,STORET-921567569,,,Copper,Fixed,1.2,ug/l,,Final,,Actual,,,,,,,,,,Sampler: RS & CC,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,,2021-10-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AK-CHIN_WQX/activities/AK-CHIN_WQX-LCR-21%3A20211012%3A1523%3ASR%3A%3A/results/921567569/resdetectqntlmts,Lower Reporting Limit,0.5,ug/l,,2021-12-07 17:11:24.0,STORET
AK-CHIN_WQX,Ak-Chin Indian Community (Tribal),AK-CHIN_WQX-LCR-21:20211012:1523:SR::,Sample-Routine,Water,,2021-10-12,15:23:00,MST,,,,,,,,,,,,WQDC2021,Water Quality Data Quarterly 2021,,AK-CHIN_WQX-LCR-21,Ak-Chin Reservoir,,,,,33.0001700000,-112.0700000000,Grab Sample,AK-CHIN_WQX,Grab Sample,As specified in our QAPP,Bucket,STORET-921567554,,,Sodium,Fixed,100,mg/l,,Final,,Actual,,,,,,,,,,Sampler: RS & CC,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,,2021-10-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AK-CHIN_WQX/activities/AK-CHIN_WQX-LCR-21%3A20211012%3A1523%3ASR%3A%3A/results/921567554/resdetectqntlmts,Lower Reporting Limit,0.5,mg/l,,2021-12-07 17:11:23.0,STORET
AK-CHIN_WQX,Ak-Chin Indian Community (Tribal),AK-CHIN_WQX-LCR-21:20211012:1523:SR::,Sample-Routine,Water,,2021-10-12,15:23:00,MST,,,,,,,,,,,,WQDC2021,Water Quality Data Quarterly 2021,,AK-CHIN_WQX-LCR-21,Ak-Chin Reservoir,,,,,33.0001700000,-112.0700000000,Grab Sample,AK-CHIN_WQX,Grab Sample,As specified in our QAPP,Bucket,STORET-921567552,,,Magnesium,Fixed,20,mg/l,,Final,,Actual,,,,,,,,,,Sampler: RS & CC,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,,2021-10-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AK-CHIN_WQX/activities/AK-CHIN_WQX-LCR-21%3A20211012%3A1523%3ASR%3A%3A/results/921567552/resdetectqntlmts,Lower Reporting Limit,2,mg/l,,2021-12-07 17:11:23.0,STORET
AK-CHIN_WQX,Ak-Chin Indian Community (Tribal),AK-CHIN_WQX-LCR-21:20211012:1523:SR::,Sample-Routine,Water,,2021-10-12,15:23:00,MST,,,,,,,,,,,,WQDC2021,Water Quality Data Quarterly 2021,,AK-CHIN_WQX-LCR-21,Ak-Chin Reservoir,,,,,33.0001700000,-112.0700000000,Grab Sample,AK-CHIN_WQX,Grab Sample,As specified in our QAPP,Bucket,STORET-921567566,,,Molybdenum,Fixed,8,ug/l,,Final,,Actual,,,,,,,,,,Sampler: RS & CC,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,,2021-10-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AK-CHIN_WQX/activities/AK-CHIN_WQX-LCR-21%3A20211012%3A1523%3ASR%3A%3A/results/921567566/resdetectqntlmts,Lower Reporting Limit,0.5,ug/l,,2021-12-07 17:11:24.0,STORET
AK-CHIN_WQX,Ak-Chin Indian Community (Tribal),AK-CHIN_WQX-LCR-21:20211012:1523:SR::,Sample-Routine,Water,,2021-10-12,15:23:00,MST,,,,,,,,,,,,WQDC2021,Water Quality Data Quarterly 2021,,AK-CHIN_WQX-LCR-21,Ak-Chin Reservoir,,,,,33.0001700000,-112.0700000000,Grab Sample,AK-CHIN_WQX,Grab Sample,As specified in our QAPP,Bucket,STORET-921567548,,,Aluminum,Fixed,0.1,mg/l,,Final,,Actual,,,,,,,,,,Sampler: RS & CC,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,,2021-10-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AK-CHIN_WQX/activities/AK-CHIN_WQX-LCR-21%3A20211012%3A1523%3ASR%3A%3A/results/921567548/resdetectqntlmts,Lower Reporting Limit,0.1,mg/l,,2021-12-07 17:11:23.0,STORET
AK-CHIN_WQX,Ak-Chin Indian Community (Tribal),AK-CHIN_WQX-LCR-21:20211012:1523:SR::,Sample-Routine,Water,,2021-10-12,15:23:00,MST,,,,,,,,,,,,WQDC2021,Water Quality Data Quarterly 2021,,AK-CHIN_WQX-LCR-21,Ak-Chin Reservoir,,,,,33.0001700000,-112.0700000000,Grab Sample,AK-CHIN_WQX,Grab Sample,As specified in our QAPP,Bucket,STORET-921567562,Not Detected,,Cadmium,Fixed,,,,Final,,Actual,,,,,,,,,,Sampler: RS & CC,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,,2021-10-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AK-CHIN_WQX/activities/AK-CHIN_WQX-LCR-21%3A20211012%3A1523%3ASR%3A%3A/results/921567562/resdetectqntlmts,Lower Reporting Limit,0.1,ug/l,,2021-12-07 17:11:24.0,STORET
AK-CHIN_WQX,Ak-Chin Indian Community (Tribal),AK-CHIN_WQX-LCR-21:20211012:1523:SR::,Sample-Routine,Water,,2021-10-12,15:23:00,MST,,,,,,,,,,,,WQDC2021,Water Quality Data Quarterly 2021,,AK-CHIN_WQX-LCR-21,Ak-Chin Reservoir,,,,,33.0001700000,-112.0700000000,Grab Sample,AK-CHIN_WQX,Grab Sample,As specified in our QAPP,Bucket,STORET-921567551,,,Iron,Fixed,0.13,mg/l,,Final,,Actual,,,,,,,,,,Sampler: RS & CC,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,,2021-10-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AK-CHIN_WQX/activities/AK-CHIN_WQX-LCR-21%3A20211012%3A1523%3ASR%3A%3A/results/921567551/resdetectqntlmts,Lower Reporting Limit,0.1,mg/l,,2021-12-07 17:11:23.0,STORET
AK-CHIN_WQX,Ak-Chin Indian Community (Tribal),AK-CHIN_WQX-LCR-21:20211012:1523:SR::,Sample-Routine,Water,,2021-10-12,15:23:00,MST,,,,,,,,,,,,WQDC2021,Water Quality Data Quarterly 2021,,AK-CHIN_WQX-LCR-21,Ak-Chin Reservoir,,,,,33.0001700000,-112.0700000000,Grab Sample,AK-CHIN_WQX,Grab Sample,As specified in our QAPP,Bucket,STORET-921567565,Not Detected,,Thallium,Fixed,,,,Final,,Actual,,,,,,,,,,Sampler: RS & CC,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,,2021-10-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AK-CHIN_WQX/activities/AK-CHIN_WQX-LCR-21%3A20211012%3A1523%3ASR%3A%3A/results/921567565/resdetectqntlmts,Lower Reporting Limit,0.1,ug/l,,2021-12-07 17:11:24.0,STORET
AK-CHIN_WQX,Ak-Chin Indian Community (Tribal),AK-CHIN_WQX-LCR-21:20211012:1523:SR::,Sample-Routine,Water,,2021-10-12,15:23:00,MST,,,,,,,,,,,,WQDC2021,Water Quality Data Quarterly 2021,,AK-CHIN_WQX-LCR-21,Ak-Chin Reservoir,,,,,33.0001700000,-112.0700000000,Grab Sample,AK-CHIN_WQX,Grab Sample,As specified in our QAPP,Bucket,STORET-921567568,,,Vanadium,,10,ug/l,,Final,,Actual,,,,,,,,,,Sampler: RS & CC,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,,2021-10-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AK-CHIN_WQX/activities/AK-CHIN_WQX-LCR-21%3A20211012%3A1523%3ASR%3A%3A/results/921567568/resdetectqntlmts,Lower Reporting Limit,0.5,ug/l,,2021-12-07 17:11:24.0,STORET
AK-CHIN_WQX,Ak-Chin Indian Community (Tribal),AK-CHIN_WQX-LCR-21:20211012:1523:SR::,Sample-Routine,Water,,2021-10-12,15:23:00,MST,,,,,,,,,,,,WQDC2021,Water Quality Data Quarterly 2021,,AK-CHIN_WQX-LCR-21,Ak-Chin Reservoir,,,,,33.0001700000,-112.0700000000,Grab Sample,AK-CHIN_WQX,Grab Sample,As specified in our QAPP,Bucket,STORET-921567553,,,Potassium,,4.1,mg/l,,Final,,Actual,,,,,,,,,,Sampler: RS & CC,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,,2021-10-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AK-CHIN_WQX/activities/AK-CHIN_WQX-LCR-21%3A20211012%3A1523%3ASR%3A%3A/results/921567553/resdetectqntlmts,Lower Reporting Limit,0.5,mg/l,,2021-12-07 17:11:23.0,STORET
AK-CHIN_WQX,Ak-Chin Indian Community (Tribal),AK-CHIN_WQX-LCR-21:20211012:1523:SR::,Sample-Routine,Water,,2021-10-12,15:23:00,MST,,,,,,,,,,,,WQDC2021,Water Quality Data Quarterly 2021,,AK-CHIN_WQX-LCR-21,Ak-Chin Reservoir,,,,,33.0001700000,-112.0700000000,Grab Sample,AK-CHIN_WQX,Grab Sample,As specified in our QAPP,Bucket,STORET-921567567,,,Nickel,Fixed,0.67,ug/l,,Final,,Actual,,,,,,,,,,Sampler: RS & CC,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,,2021-10-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AK-CHIN_WQX/activities/AK-CHIN_WQX-LCR-21%3A20211012%3A1523%3ASR%3A%3A/results/921567567/resdetectqntlmts,Lower Reporting Limit,0.5,ug/l,,2021-12-07 17:11:24.0,STORET
AK-CHIN_WQX,Ak-Chin Indian Community (Tribal),AK-CHIN_WQX-LCR-21:20211012:1523:SR::,Sample-Routine,Water,,2021-10-12,15:23:00,MST,,,,,,,,,,,,WQDC2021,Water Quality Data Quarterly 2021,,AK-CHIN_WQX-LCR-21,Ak-Chin Reservoir,,,,,33.0001700000,-112.0700000000,Grab Sample,AK-CHIN_WQX,Grab Sample,As specified in our QAPP,Bucket,STORET-921567559,,,Barium,Fixed,89,ug/l,,Final,,Actual,,,,,,,,,,Sampler: RS & CC,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,,2021-10-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AK-CHIN_WQX/activities/AK-CHIN_WQX-LCR-21%3A20211012%3A1523%3ASR%3A%3A/results/921567559/resdetectqntlmts,Lower Reporting Limit,0.5,ug/l,,2021-12-07 17:11:24.0,STORET
AK-CHIN_WQX,Ak-Chin Indian Community (Tribal),AK-CHIN_WQX-LCR-21:20211012:1523:SR::,Sample-Routine,Water,,2021-10-12,15:23:00,MST,,,,,,,,,,,,WQDC2021,Water Quality Data Quarterly 2021,,AK-CHIN_WQX-LCR-21,Ak-Chin Reservoir,,,,,33.0001700000,-112.0700000000,Grab Sample,AK-CHIN_WQX,Grab Sample,As specified in our QAPP,Bucket,STORET-921567550,,,Calcium,Fixed,47,mg/l,,Final,,Actual,,,,,,,,,,Sampler: RS & CC,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,,2021-10-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AK-CHIN_WQX/activities/AK-CHIN_WQX-LCR-21%3A20211012%3A1523%3ASR%3A%3A/results/921567550/resdetectqntlmts,Lower Reporting Limit,2,mg/l,,2021-12-07 17:11:23.0,STORET
AK-CHIN_WQX,Ak-Chin Indian Community (Tribal),AK-CHIN_WQX-LCR-21:20211012:1523:SR::,Sample-Routine,Water,,2021-10-12,15:23:00,MST,,,,,,,,,,,,WQDC2021,Water Quality Data Quarterly 2021,,AK-CHIN_WQX-LCR-21,Ak-Chin Reservoir,,,,,33.0001700000,-112.0700000000,Grab Sample,AK-CHIN_WQX,Grab Sample,As specified in our QAPP,Bucket,STORET-921567572,,,Chromium,Fixed,2.8,ug/l,,Final,,Actual,,,,,,,,,,Sampler: RS & CC,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,,2021-10-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AK-CHIN_WQX/activities/AK-CHIN_WQX-LCR-21%3A20211012%3A1523%3ASR%3A%3A/results/921567572/resdetectqntlmts,Lower Reporting Limit,1,ug/l,,2021-12-07 17:11:24.0,STORET
AK-CHIN_WQX,Ak-Chin Indian Community (Tribal),AK-CHIN_WQX-LCR-21:20211012:1523:SR::,Sample-Routine,Water,,2021-10-12,15:23:00,MST,,,,,,,,,,,,WQDC2021,Water Quality Data Quarterly 2021,,AK-CHIN_WQX-LCR-21,Ak-Chin Reservoir,,,,,33.0001700000,-112.0700000000,Grab Sample,AK-CHIN_WQX,Grab Sample,As specified in our QAPP,Bucket,STORET-921567557,Not Detected,,Tin,Fixed,,,,Final,,Actual,,,,,,,,,,Sampler: RS & CC,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,,2021-10-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AK-CHIN_WQX/activities/AK-CHIN_WQX-LCR-21%3A20211012%3A1523%3ASR%3A%3A/results/921567557/resdetectqntlmts,Lower Reporting Limit,0.0042,mg/l,,2021-12-07 17:11:24.0,STORET
AK-CHIN_WQX,Ak-Chin Indian Community (Tribal),AK-CHIN_WQX-LCR-21:20211012:1523:SR::,Sample-Routine,Water,,2021-10-12,15:23:00,MST,,,,,,,,,,,,WQDC2021,Water Quality Data Quarterly 2021,,AK-CHIN_WQX-LCR-21,Ak-Chin Reservoir,,,,,33.0001700000,-112.0700000000,Grab Sample,AK-CHIN_WQX,Grab Sample,As specified in our QAPP,Bucket,STORET-921567555,,,Strontium,,0.81,mg/l,,Final,,Actual,,,,,,,,,,Sampler: RS & CC,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,,2021-10-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AK-CHIN_WQX/activities/AK-CHIN_WQX-LCR-21%3A20211012%3A1523%3ASR%3A%3A/results/921567555/resdetectqntlmts,Lower Reporting Limit,0.1,mg/l,,2021-12-07 17:11:23.0,STORET
AK-CHIN_WQX,Ak-Chin Indian Community (Tribal),AK-CHIN_WQX-LCR-21:20211012:1523:SR::,Sample-Routine,Water,,2021-10-12,15:23:00,MST,,,,,,,,,,,,WQDC2021,Water Quality Data Quarterly 2021,,AK-CHIN_WQX-LCR-21,Ak-Chin Reservoir,,,,,33.0001700000,-112.0700000000,Grab Sample,AK-CHIN_WQX,Grab Sample,As specified in our QAPP,Bucket,STORET-921567573,Not Detected,,Cobalt,,,,,Final,,Actual,,,,,,,,,,Sampler: RS & CC,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,,2021-10-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AK-CHIN_WQX/activities/AK-CHIN_WQX-LCR-21%3A20211012%3A1523%3ASR%3A%3A/results/921567573/resdetectqntlmts,Lower Reporting Limit,0.5,ug/l,,2021-12-07 17:11:24.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-29-C,Sample-Routine,Water,,2021-03-23,16:30:00,MST,,,,Bottom,111.5,m,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911534112,Not Detected,,Cadmium,Dissolved,,ug/l,U,Accepted,,Actual,,,,,,,,,,Not detected/reported,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,Utah DOH Division of Epidemilogy and Laboratory Services,2021-04-05,,https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-BORLP210323-5952430-0323-29-C/results/911534112/resdetectqntlmts,Lower Reporting Limit,0.1,ug/l,,2021-09-01 12:33:41.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-29-C,Sample-Routine,Water,,2021-03-23,16:30:00,MST,,,,Bottom,111.5,m,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911534117,Not Detected,,Zinc,Dissolved,,ug/l,U,Accepted,,Actual,,,,,,,,,,Not detected/reported,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,Utah DOH Division of Epidemilogy and Laboratory Services,2021-04-05,,https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-BORLP210323-5952430-0323-29-C/results/911534117/resdetectqntlmts,Lower Reporting Limit,10,ug/l,,2021-09-01 12:33:41.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-29-C,Sample-Routine,Water,,2021-03-23,16:30:00,MST,,,,Bottom,111.5,m,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911534118,Not Detected,,Mercury,Dissolved,,ug/l,U,Accepted,,Actual,,,,,,,,,,Not detected/reported,,,,,,,,,,245.1,USEPA,Mercury in Water by CVAA,,https://www.nemi.gov/methods/method_summary/4821/,Utah DOH Division of Epidemilogy and Laboratory Services,2021-04-08,,https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-BORLP210323-5952430-0323-29-C/results/911534118/resdetectqntlmts,Lower Reporting Limit,0.2,ug/l,,2021-09-01 12:33:41.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-29-C,Sample-Routine,Water,,2021-03-23,16:30:00,MST,,,,Bottom,111.5,m,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911534108,Not Detected,,Aluminum,Dissolved,,ug/l,U,Accepted,,Actual,,,,,,,,,,Not detected/reported,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,Utah DOH Division of Epidemilogy and Laboratory Services,2021-04-05,,https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-BORLP210323-5952430-0323-29-C/results/911534108/resdetectqntlmts,Lower Reporting Limit,10,ug/l,,2021-09-01 12:33:41.0,STORET
